cid,firstlast,lastname,state,party,office,gender,first_elected,exit_code,comments,phone,fax,website,webform,congress_office,bioguide_id,votesmart_id,feccandid,twitter_id,youtube_url,facebook_id,birthdate
N00027741,David Loebsack,LOEBSACK,IA,D,IA02,M,2006,0,,202-225-6576,202-226-0757,http://loebsack.house.gov,https://loebsack.house.gov/forms/writeyourrep/,1527 Longworth House Office Building,L000565,68964,H6IA02146,DaveLoebsack,https://youtube.com/congressmanloebsack,DaveLoebsack,1952-12-23
N00035509,David Young,YOUNG,IA,R,IA03,M,2014,21,Lost general election,202-225-5476,,https://davidyoung.house.gov,,240 Cannon House Office Building,Y000066,,S4IA00103,RepDavidYoung,,RepDavidYoung,1968-05-11
N00025237,Steven A. King,KING,IA,R,IA04,M,2002,0,,202-225-4426,202-225-3193,https://steveking.house.gov,https://forms.house.gov/king/webforms/issue_subscribe.html,2210 Rayburn House Office Building,K000362,10853,H2IA05072,SteveKingIA,https://youtube.com/stevekingia,stevekingia,1949-05-28
N00001758,Chuck Grassley,GRASSLEY,IA,R,IAS1,M,1980,0,,202-224-3744,202-224-6020,https://www.grassley.senate.gov,http://www.grassley.senate.gov/contact,135 Hart Senate Office Building,G000386,53293,S0IA00028,ChuckGrassley,https://youtube.com/senchuckgrassley,grassley,1933-09-17
N00035483,Joni Ernst,ERNST,IA,R,IAS2,F,2014,0,,202-224-3254,,https://www.ernst.senate.gov/public,https://www.ernst.senate.gov/public/index.cfm/contact,111 Russell Senate Office Building,E000295,,S4IA00129,SenJoniErnst,,senjoniernst,1970-07-01
N00037034,Roger Marshall,MARSHALL,KS,R,KS01,M,2016,0,,202-225-2715,,https://marshall.house.gov,,312 Cannon House Office Building,M001198,,,rogermarshallmd,,rogermarshallmd,1960-08-09
N00029077,Lynn Jenkins,JENKINS,KS,R,KS02,F,2008,4,Retiring at end of 115th,202-225-6601,202-225-7986,https://lynnjenkins.house.gov,https://lynnjenkins.house.gov/contact-me,1526 Longworth House Office Building,J000290,18594,H8KS02090,RepLynnJenkins,https://youtube.com/RepLynnJenkins,replynnjenkins,1963-06-10
N00031502,Kevin Yoder,YODER,KS,R,KS03,M,2010,21,Lost general election,202-225-2865,202-225-2807,http://yoder.house.gov,https://yoder.house.gov/contact/email-me,2433 Rayburn House Office Building,Y000063,34433,H0KS03137,RepKevinYoder,https://youtube.com/RepYoder,CongressmanKevinYoder,1976-01-08
N00030744,Mike Pompeo,POMPEO,KS,R,KS04,M,2010,6,Resigned to become Director of the CIA,202-225-6216,202-225-3489,http://pompeo.house.gov,https://pompeo.house.gov/contact/contactform.htm?zip5=$ADDRESS_ZIP5,436 Cannon House Office Building,P000602,125023,H0KS04051,RepMikePompeo,https://youtube.com/congressmanpompeo,CongressmanPompeo,1963-12-30
N00040712,Ron Estes,Estes,KS,R,KS04,M,2017,0,,,,https://estes.house.gov,,,E000298,,,RepRonEstes,,RepRonEstes,1956-07-19
N00005285,Pat Roberts,ROBERTS,KS,R,KSS1,M,1996,0,,202-224-4774,202-224-3514,https://www.roberts.senate.gov,https://www.roberts.senate.gov/public/?p=EmailPat,109 Hart Senate Office Building,R000307,26866,S6KS00080,SenPatRoberts,https://youtube.com/SenPatRoberts,SenPatRoberts,1936-04-20
N00005282,Jerry Moran,MORAN,KS,R,KSS2,M,2010,0,,202-224-6521,202-228-6966,https://www.moran.senate.gov,https://www.moran.senate.gov/public/index.cfm/e-mail-jerry,521 Dirksen Senate Office Building,M000934,542,H6KS01096,JerryMoran,https://youtube.com/senatorjerrymoran,jerrymoran,1954-05-29
N00038260,James Comer,COMER,KY,R,KY01,M,2016,0,,202-225-3115,,https://comer.house.gov,,1513 Longworth House Office Building,C001108,,,KYComer,,congressmancomer,1972-08-19
N00029675,Brett Guthrie,GUTHRIE,KY,R,KY02,M,2008,0,,202-225-3501,202-226-2019,https://guthrie.house.gov,http://brettguthrieforms.house.gov/contact/,2434 Rayburn House Office Building,G000558,18829,H8KY02031,RepGuthrie,https://youtube.com/BrettGuthrie,CongressmanGuthrie,1964-02-18
N00028073,John A Yarmuth,YARMUTH,KY,D,KY03,M,2006,0,,202-225-5401,202-225-5776,https://yarmuth.house.gov,http://yarmuth.house.gov/contact-john2/,131 Cannon House Office Building,Y000062,58579,H6KY03124,RepJohnYarmuth,https://youtube.com/RepJohnYarmuth,RepJohnYarmuth,1947-11-04
N00034041,Thomas Massie,MASSIE,KY,R,KY04,M,2012,0,,202-225-3465,202-225-0003,https://massie.house.gov,http://massieforms.house.gov/contact/,2453 Rayburn House Office Building,M001184,132068,H2KY04121,RepThomasMassie,https://youtube.com/repthomasmassie,RepThomasMassie,1971-01-13
N00003473,Hal Rogers,ROGERS,KY,R,KY05,M,1980,0,,202-225-4601,202-225-0940,http://halrogers.house.gov,https://halrogers.house.gov/contact/contactform.htm,2406 Rayburn House Office Building,R000395,26875,H0KY05015,RepHalRogers,https://youtube.com/RepHalRogers,CongressmanHalRogers,1937-12-31
N00031233,Andy Barr,BARR,KY,R,KY06,M,2012,0,,202-225-4706,,https://barr.house.gov,https://barr.house.gov/contact/email-me,1427 Longworth House Office Building,B001282,117290,H0KY06104,RepAndyBarr,https://youtube.com/RepAndyBarr,RepAndyBarr,1973-07-24
N00003389,Mitch McConnell,McConnell,KY,R,KYS1,M,1984,0,,202-224-2541,202-224-2499,https://www.mcconnell.senate.gov,http://www.mcconnell.senate.gov/public/index.cfm?p=contact,317 Russell Senate Office Building,M000355,53298,S2KY00012,McConnellPress,,mitchmcconnell,1942-02-20
N00030836,Rand Paul,PAUL,KY,R,KYS2,M,2010,0,,202-224-4343,202-228-1373,https://www.paul.senate.gov,https://www.paul.senate.gov/connect/email-rand,167 Russell Senate Office Building,P000603,117285,S0KY00156,SenRandPaul,https://youtube.com/SenatorRandPaul,SenatorRandPaul,1963-01-07
N00009660,Steve Scalise,SCALISE,LA,R,LA01,M,2008,0,,202-225-3015,202-226-0386,http://scalise.house.gov,https://scalise.house.gov/contact-me/email-me,2338 Rayburn House Office Building,S001176,9026,H0LA01087,SteveScalise,https://youtube.com/RepSteveScalise,RepSteveScalise,1965-10-06
N00030184,Cedric Richmond,RICHMOND,LA,D,LA02,M,2010,0,,202-225-6636,202-225-1988,https://richmond.house.gov,https://richmond.house.gov/contact-me/email-me,420 Cannon House Office Building,R000588,35384,H8LA02054,RepRichmond,,RepRichmond,1973-09-13
N00039953,Clay Higgins,Higgins,LA,R,LA03,M,2016,0,,202-225-2031,,https://clayhiggins.house.gov,,1711 Longworth House Office Building,H001077,,,RepClayHiggins,,CongressmanCalHiggins,1961-08-24
N00039106,Mike Johnson,Johnson,LA,R,LA04,M,2016,0,,202-225-2777,,https://mikejohnson.house.gov,,327 Cannon House Office Building,J000291,,,RepMikeJohnson,,RepMikeJohnson,1972-01-30
N00036633,Ralph Abraham,ABRAHAM,LA,R,LA05,M,2014,0,,202-225-8490,202-225-5639,https://abraham.house.gov,,417 Cannon House Office Building,A000374,,H4LA05221,RepAbraham,,CongressmanRalphAbraham,1954-09-16
N00036135,Garret Graves,GRAVES,LA,R,LA06,M,2014,0,,202-225-3901,202-225-7313,https://garretgraves.house.gov,,430 Cannon House Office Building,G000577,,H4LA06153,RepGarretGraves,,CongressmanGarretGraves,1972-01-31
N00030245,Bill Cassidy,Cassidy,LA,R,LAS1,M,2014,0,,202-224-5824,202-225-7313,https://www.cassidy.senate.gov,https://www.cassidy.senate.gov/contact,520 Hart Senate Office Building,C001075,69494,H8LA00017,billcassidy,https://youtube.com/SenatorBillCassidy,billcassidy,1957-09-28
N00026823,John Kennedy,KENNEDY,LA,R,LAS2,M,2016,0,,202-224-4623,,https://www.kennedy.senate.gov,https://www.kennedy.senate.gov/content/contact-senator,B11 Russell Senate Office Building,K000393,,,SenJohnKennedy,,JohnKennedyLouisiana,1951-11-21
N00013817,Chellie Pingree,PINGREE,ME,D,ME01,F,2008,0,,202-225-6116,202-225-5590,https://pingree.house.gov,https://pingree.house.gov/email-me,2162 Rayburn House Office Building,P000597,6586,H8ME01120,ChelliePingree,https://youtube.com/congresswomanpingree,ChelliePingree,1955-04-02
N00034584,Bruce Poliquin,POLIQUIN,ME,R,ME02,M,2014,21,Lost general election,202-225-6306,202-225-2943,https://poliquin.house.gov,,1208 Longworth House Office Building,P000611,,S2ME00158,RepPoliquin,,RepPoliquin,1953-11-01
N00034580,Angus King,KING,ME,I,MES1,M,2012,0,,202-224-5344,202-224-1946,https://www.king.senate.gov,http://www.king.senate.gov/contact,359 Dirksen Senate Office Building,K000383,22381,S2ME00109,SenAngusKing,https://youtube.com/SenatorAngusKing,SenatorAngusSKingJr,1944-03-31
N00000491,Susan Collins,COLLINS,ME,R,MES2,F,1996,0,,202-224-2523,202-224-2693,http://www.collins.senate.gov,http://www.collins.senate.gov/contact,413 Dirksen Senate Office Building,C001035,379,S6ME00159,SenatorCollins,https://youtube.com/SenatorSusanCollins,susancollins,1952-12-07
N00029147,Andy Harris,HARRIS,MD,R,MD01,M,2010,0,,202-225-5311,202-225-0254,http://harris.house.gov,https://harris.house.gov/contact-me/email-me,1533 Longworth House Office Building,H001052,19157,H8MD01094,RepAndyHarrisMD,https://youtube.com/RepAndyHarris,AndyHarrisMD,1957-01-25
N00025482,Dutch Ruppersberger,RUPPERSBERGER,MD,D,MD02,M,2002,0,,202-225-3061,202-225-3094,http://ruppersberger.house.gov,http://ruppersberger.house.gov/contact-dutch/email-dutch,2416 Rayburn House Office Building,R000576,36130,H2MD02160,Call_Me_Dutch,https://youtube.com/ruppersberger,184756771570504,1946-01-31
N00027751,John Sarbanes,SARBANES,MD,D,MD03,M,2006,0,,202-225-4016,202-225-9219,https://sarbanes.house.gov,http://sarbanes.house.gov/federal.asp,2444 Rayburn House Office Building,S001168,66575,H6MD03292,RepSarbanes,,RepSarbanes,1962-05-22
N00036999,Anthony Brown,BROWN,MD,D,MD04,M,2016,0,,202-225-8699,,https://anthonybrown.house.gov,,1505 Longworth House Office Building,B001304,,,RepAnthonyBrown,,RepAnthonyBrown,1961-11-21
N00001821,Steny H Hoyer,HOYER,MD,D,MD05,M,1981,0,,202-225-4131,202-225-4300,https://hoyer.house.gov,https://hoyer.house.gov/email-steny,1705 Longworth House Office Building,H000874,26890,H2MD05155,WhipHoyer,https://youtube.com/LeaderHoyer,WhipHoyer,1939-06-14
N00033897,John K Delaney,DELANEY,MD,D,MD06,M,2012,4,Retiring to run for President,202-225-2721,202-225-2193,http://delaney.house.gov,https://delaney.house.gov/contact/email-me,1632 Longworth House Office Building,D000620,135143,H2MD06195,RepJohnDelaney,https://youtube.com/repjohndelaney,congressmanjohndelaney,1963-04-16
N00001971,Elijah E Cummings,CUMMINGS,MD,D,MD07,M,1996,0,,202-225-4741,202-225-3178,https://cummings.house.gov,https://cummings.house.gov/contact-me/email-me,2163 Rayburn House Office Building,C000984,345,H6MD07160,RepCummings,https://youtube.com/ElijahECummings,elijahcummings,1951-01-18
N00037036,Jamie Raskin,RASKIN,MD,D,MD08,M,2016,0,,202-225-5341,,https://raskin.house.gov,,431 Cannon House Office Building,R000606,,,repraskin,,repraskin,1962-12-13
N00001955,Ben Cardin,CARDIN,MD,D,MDS1,M,2006,0,,202-224-4524,202-224-1651,https://www.cardin.senate.gov,http://www.cardin.senate.gov/contact/,509 Hart Senate Office Building,C000141,26888,H6MD03177,SenatorCardin,https://youtube.com/senatorcardin,senatorbencardin,1943-10-05
N00013820,Chris Van Hollen,VAN HOLLEN,MD,D,MDS2,M,2016,0,,202-224-4654,202-225-0375,https://www.vanhollen.senate.gov,https://www.vanhollen.senate.gov/content/contact-senator,110 Hart Senate Office Building,V000128,6098,H2MD08126,ChrisVanHollen,https://youtube.com/RepChrisVanHollen,chrisvanhollen,1959-01-10
N00000153,Richard E Neal,NEAL,MA,D,MA01,M,1988,0,,202-225-5601,202-225-8112,https://neal.house.gov,https://forms.house.gov/neal/webforms/Contact_Form.shtml,341 Cannon House Office Building,N000015,26895,H8MA02041,RepRichardNeal,https://youtube.com/RepRichardENeal,325642654132598,1949-02-14
N00000179,James P McGovern,MCGOVERN,MA,D,MA02,M,1996,0,,202-225-6101,202-225-5759,http://mcgovern.house.gov,https://mcgovern.house.gov/contact/email-me,438 Cannon House Office Building,M000312,552,H4MA03022,RepMcGovern,https://youtube.com/repjimmcgovern,RepJimMcGovern,1959-11-20
N00029026,Niki Tsongas,TSONGAS,MA,D,MA03,F,2007,4,Retiring at end of 115th,202-225-3411,202-226-0771,https://tsongas.house.gov,https://tsongas.house.gov/e-mail-niki/,1714 Longworth House Office Building,T000465,89417,H8MA05143,NikiInTheHouse,https://youtube.com/RepTsongas,RepTsongas,1946-04-26
N00034044,Joe Kennedy III,KENNEDY,MA,D,MA04,M,2012,0,,202-225-5931,202-225-0182,https://kennedy.house.gov,https://kennedy.house.gov/contact/email-me,434 Cannon House Office Building,K000379,141275,H2MA04073,RepJoeKennedy,,CongressmanJoeKennedyIII,1980-10-04
N00035278,Katherine Clark,CLARK,MA,D,MA05,F,2013,0,,202-225-2836,202-226-0092,https://katherineclark.house.gov,https://katherineclark.house.gov/index.cfm/email-me,1415 Longworth House Office Building,C001101,35858,H4MA05084,RepKClark,,CongresswomanClark,1963-07-17
N00035431,Seth Moulton,MOULTON,MA,D,MA06,M,2014,0,,202-225-8020,202-225-5915,http://moulton.house.gov,,1408 Longworth House Office Building,M001196,,H4MA06090,teammoulton,,CongressmanSethMoulton,1978-10-24
N00000267,Michael E Capuano,CAPUANO,MA,D,MA07,M,1998,20,Lost primary,202-225-5111,202-225-9322,http://capuano.house.gov,http://www.house.gov/capuano/contact/email.shtml,1414 Longworth House Office Building,C001037,18883,H8MA08071,RepMikeCapuano,https://youtube.com/RepMikeCapuano,RepMichaelCapuano,1952-01-09
N00013855,Stephen F Lynch,LYNCH,MA,D,MA08,M,2001,0,,202-225-8273,202-225-3984,http://lynch.house.gov,https://lynch.house.gov/contact-me/email-me,2268 Rayburn House Office Building,L000562,4844,H2MA09072,RepStephenLynch,https://youtube.com/RepLynch,repstephenlynch,1955-03-31
N00031933,Bill Keating,KEATING,MA,D,MA09,M,2010,0,,202-225-3111,202-225-5658,https://keating.house.gov,https://forms.house.gov/keating/webforms/contact.shtml,2351 Rayburn House Office Building,K000375,4743,H0MA10082,USRepKeating,https://youtube.com/RepBillKeating,USRepKeating,1952-09-06
N00033492,Elizabeth Warren,WARREN,MA,D,MAS1,F,2012,0,,202-224-4543,202-228-2072,https://www.warren.senate.gov,https://www.warren.senate.gov/?p=email_senator,317 Hart Senate Office Building,W000817,141272,S2MA00170,SenWarren,https://youtube.com/senelizabethwarren,senatorelizabethwarren,1949-06-22
N00000270,Ed Markey,MARKEY,MA,D,MAS2,M,2013,0,,202-224-2742,,https://www.markey.senate.gov,https://www.markey.senate.gov/contact,255 Dirksen Senate Office Building,M000133,26900,H6MA07101,SenMarkey,https://youtube.com/RepMarkey,EdJMarkey,1946-07-11
N00039533,John Bergman,Bergman,MI,R,MI01,M,2016,0,,202-225-4735,,https://bergman.house.gov,,414 Cannon House Office Building,B001301,,,RepJackBergman,,RepJackBergman,1947-02-02
N00030673,Bill Huizenga,HUIZENGA,MI,R,MI02,M,2010,0,,202-225-4401,202-226-0779,http://huizenga.house.gov,http://huizenga.house.gov/contact/,2232 Rayburn House Office Building,H001058,38351,H0MI02094,RepHuizenga,https://youtube.com/RepHuizenga,RepHuizenga,1969-01-31
N00031938,Justin Amash,AMASH,MI,R,MI03,M,2010,0,,202-225-3831,202-225-5144,http://amash.house.gov,https://amash.house.gov/contact-me/email-me,114 Cannon House Office Building,A000367,105566,H0MI03126,RepJustinAmash,https://youtube.com/repjustinamash,repjustinamash,1980-04-18
N00036275,John Moolenaar,MOOLENAAR,MI,R,MI04,M,2014,0,,202-225-3561,202-225-9679,https://moolenaar.house.gov,,117 Cannon House Office Building,M001194,,H4MI04126,RepMoolenaar,,RepMoolenaar,1961-05-08
N00033395,Dan Kildee,KILDEE,MI,D,MI05,M,2012,0,,202-225-3611,202-225-6393,http://dankildee.house.gov,https://dankildee.house.gov/contact/email-me,227 Cannon House Office Building,K000380,136102,H2MI05119,RepDanKildee,https://youtube.com/RepDanKildee,RepDanKildee,1958-08-11
N00004133,Fred Upton,UPTON,MI,R,MI06,M,1986,0,,202-225-3761,202-225-4986,http://upton.house.gov,http://upton.house.gov/contact/zipauth.htm,2183 Rayburn House Office Building,U000031,26906,H6MI04113,RepFredUpton,https://youtube.com/RepFredUpton,RepFredUpton,1953-04-23
N00026368,Tim Walberg,WALBERG,MI,R,MI07,M,2010,0,,202-225-6276,202-225-6281,http://walberg.house.gov,https://walberg.house.gov/contact/contactform.htm,2436 Rayburn House Office Building,W000798,8618,H4MI07103,RepWalberg,https://youtube.com/RepWalberg,RepWalberg,1951-04-12
N00036449,Mike Bishop,BISHOP,MI,R,MI08,M,2014,21,Lost general election,202-225-4872,202-225-5820,https://mikebishop.house.gov,,428 Cannon House Office Building,B001293,,H4MI08135,RepMikeBishop,,RepMikeBishop,1967-03-18
N00003950,Sander Levin,LEVIN,MI,D,MI09,M,1982,4,Retiring at end of 115th,202-225-4961,202-226-1033,http://levin.house.gov,https://levin.house.gov/contact-me/email-me,1236 Longworth House Office Building,L000263,26918,H2MI17023,RepSandyLevin,https://youtube.com/mi12yes,RepSandyLevin,1931-09-06
N00036274,Paul Mitchell,MITCHELL,MI,R,MI10,M,2016,0,,202-225-2106,,https://mitchell.house.gov,,211 Cannon House Office Building,M001201,,,RepPaulMitchell,,reppaulmitchell,1961-05-08
N00035607,Dave Trott,TROTT,MI,R,MI11,M,2014,4,Retiring at end of 115th,202-225-8171,,https://trott.house.gov,,1722 Longworth House Office Building,T000475,,H4MI11097,repdavetrott,,RepDaveTrott,1960-10-16
N00036149,Debbie Dingell,DINGELL,MI,D,MI12,F,2014,0,,202-225-4071,202-226-0371,https://debbiedingell.house.gov,,116 Cannon House Office Building,D000624,,H4MI12079,RepDebDingell,,RepDebbieDingell,1953-11-23
N00004029,John Conyers Jr.,CONYERS,MI,D,MI13,M,1964,2,Resigned 12/5/2017,202-225-5126,202-225-0072,https://conyers.house.gov,https://conyers.house.gov/index.cfm/online-contact-form,2426 Rayburn House Office Building,C000714,26904,H6MI01028,RepJohnConyers,https://youtube.com/JCMI14,CongressmanConyers,1929-05-16
N00042648,Brenda Jones,Jones,MI,D,MI13,F,2018,0,"Won special, lost general",,,,,,,,,,,,
N00034068,Brenda Lawrence,LAWRENCE,MI,D,MI14,F,2014,0,,202-225-5802,202-226-2356,https://lawrence.house.gov,,1213 Longworth House Office Building,L000581,,H2MI14111,RepLawrence,,395759603917487,1954-10-18
N00029277,Gary Peters,PETERS,MI,D,MIS1,M,2014,0,,202-224-6221,202-226-2356,https://www.peters.senate.gov,https://www.peters.senate.gov/contact/email-gary,724 Hart Senate Office Building,P000595,8749,H8MI09068,SenGaryPeters,https://youtube.com/RepGaryPeters,SenGaryPeters,1958-12-01
N00004118,Debbie Stabenow,STABENOW,MI,D,MIS2,F,2000,0,,202-224-4822,202-228-0325,https://www.stabenow.senate.gov,http://www.stabenow.senate.gov/?p=contact,731 Hart Senate Office Building,S000770,515,S8MI00281,SenStabenow,https://youtube.com/senatorstabenow,SenatorStabenow,1950-04-29
N00027467,Tim Walz,WALZ,MN,D,MN01,M,2006,16,Running for Governor in 2018,202-225-2472,202-225-3433,https://walz.house.gov,http://walz.house.gov/contact,2313 Rayburn House Office Building,W000799,65443,H6MN01174,RepTimWalz,https://youtube.com/1529tjw,WalzforGovernor,1964-04-06
N00038400,Jason Lewis,LEWIS,MN,R,MN02,M,2016,21,Lost general election,202-225-2271,,https://jasonlewis.house.gov,,418 Cannon House Office Building,L000587,,,RepJasonLewis,,RepJasonLewis,1955-09-23
N00029391,Erik Paulsen,PAULSEN,MN,R,MN03,M,2008,21,Lost general election,202-225-2871,202-225-6351,https://paulsen.house.gov,https://paulsenforms.house.gov/contact-me,127 Cannon House Office Building,P000594,3833,H8MN03077,RepErikPaulsen,https://youtube.com/reperikpaulsen,CongressmanErikPaulsen,1965-05-14
N00012942,Betty McCollum,MCCOLLUM,MN,D,MN04,F,2000,0,,202-225-6631,202-225-1968,http://mccollum.house.gov,https://mccollum.house.gov/contact-me/email-me,2256 Rayburn House Office Building,M001143,3812,H0MN04049,BettyMcCollum04,,repbettymccollum,1954-07-12
N00028257,Keith Ellison,ELLISON,MN,D,MN05,M,2006,3,Running for MN Attorney General in 2018,202-225-4755,202-225-4886,https://ellison.house.gov,http://ellison.house.gov/contact,2263 Rayburn House Office Building,E000288,38982,H6MN05183,KeithEllison,https://youtube.com/RepKeithEllison,Keith.Ellison,1963-08-04
N00035440,Tom Emmer,EMMER,MN,R,MN06,M,2014,0,,202-225-2331,202-225-6475,https://emmer.house.gov,,315 Cannon House Office Building,E000294,,H4MN06087,RepTomEmmer,,reptomemmer,1961-03-03
N00004558,Collin Peterson,PETERSON,MN,D,MN07,M,1990,0,,202-225-2165,202-225-1593,http://collinpeterson.house.gov,https://collinpeterson.house.gov/contact-me/email-me,2204 Rayburn House Office Building,P000258,26926,H2MN07014,collinpeterson,,Collin-Peterson-6595227967,1944-06-29
N00021207,Rick Nolan,NOLAN,MN,D,MN08,M,2012,4,Retiring at end of 115th,202-225-6211,202-225-0699,http://nolan.house.gov,https://nolan.house.gov/contact/email-me,2366 Rayburn House Office Building,N000127,138505,H2MN08111,USRepRickNolan,https://youtube.com/USRepRickNolan,UsRepRickNolan,1943-12-17
N00042353,Tina Smith,Smith,MN,D,MNS1,F,2018,0,Appointed to replace Al Franken,202-224-5641,,https://www.smith.senate.gov,https://www.smith.senate.gov/content/contact-senator,309 Hart Senate Office Building,S001203,,,SenTinaSmith,,USSenTinaSmith,1958-03-04
N00029016,Al Franken,FRANKEN,MN,D,MNS1,M,2008,2,"Resigned on January 2, 2018",202-224-5641,202-224-0044,https://www.franken.senate.gov,https://www.franken.senate.gov/?p=contact,309 Hart Senate Office Building,F000457,108924,S8MN00438,SenFranken,https://youtube.com/SenatorFranken,senatoralfranken,1951-05-21
N00027500,Amy Klobuchar,KLOBUCHAR,MN,D,MNS2,F,2006,0,,202-224-3244,202-228-2186,https://www.klobuchar.senate.gov,http://www.klobuchar.senate.gov/public/index.cfm/contact,302 Hart Senate Office Building,K000367,65092,S6MN00267,AmyKlobuchar,https://youtube.com/senatorklobuchar,AmyKlobuchar,1960-05-25
N00037003,Trent Kelly,KELLY,MS,R,MS01,M,2015,0,,202-225-4306,,https://trentkelly.house.gov,,1721 Longworth House Office Building,K000388,,,reptrentkelly,,reptrentkelly,1966-03-01
N00003288,Bennie G Thompson,THOMPSON,MS,D,MS02,M,1993,0,,202-225-5876,202-225-5898,https://benniethompson.house.gov,https://forms.house.gov/benniethompson/contact-form.shtml,2466 Rayburn House Office Building,T000193,26929,H4MS02068,BennieGThompson,https://youtube.com/RepBennieThompson,7259193379,1948-01-28
N00029632,Gregg Harper,HARPER,MS,R,MS03,M,2008,4,Retiring at end of 115th,202-225-5031,202-225-5797,http://harper.house.gov,https://harperforms.house.gov/forms/writeyourrep/,2227 Rayburn House Office Building,H001045,101985,H8MS03067,GreggHarper,https://youtube.com/congressmanharper,GreggHarper,1956-06-01
N00031958,Steven Palazzo,PALAZZO,MS,R,MS04,M,2010,0,,202-225-5772,202-225-7074,http://palazzo.house.gov,http://palazzo.house.gov/contact/,2349 Rayburn House Office Building,P000601,69521,H0MS04120,CongPalazzo,https://youtube.com/CongressmanPalazzo,stevenpalazzo,1970-02-21
N00003328,Thad Cochran,COCHRAN,MS,R,MSS1,M,1978,2,Resigned due to illness,202-224-5054,202-224-9450,https://www.cochran.senate.gov,https://www.cochran.senate.gov/public/index.cfm/email-me,113 Dirksen Senate Office Building,C000567,53312,S8MS00055,SenThadCochran,https://youtube.com/sencochran,,1937-12-07
N00043298,Cindy Hyde-Smith,Hyde-Smith,MS,R,MSS1,F,2018,0,Appointed to replace Thad Cochran,202-224-5054,,https://www.hydesmith.senate.gov,https://www.hydesmith.senate.gov/content/contact-senator,G12 Dirksen Senate Office Building,H001079,,,SenHydeSmith,,,1959-05-10
N00003280,Roger Wicker,WICKER,MS,R,MSS2,M,2007,0,,202-224-6253,202-228-0378,https://www.wicker.senate.gov,https://www.wicker.senate.gov/public/index.cfm/contact,555 Dirksen Senate Office Building,W000437,21926,H4MS01078,SenatorWicker,https://youtube.com/SenatorWicker,SenatorWicker,1951-07-05
N00012460,William L Clay Jr.,CLAY,MO,D,MO01,M,2000,0,,202-225-2406,202-226-3717,https://lacyclay.house.gov,http://lacyclay.house.gov/contact-form/,2428 Rayburn House Office Building,C001049,8967,H0MO01066,LacyClayMO1,https://youtube.com/WilliamLacyClay,109135405838588,1956-07-27
N00033106,Ann L Wagner,WAGNER,MO,R,MO02,F,2012,0,,202-225-1621,202-225-2563,http://wagner.house.gov,https://wagner.house.gov/contact/email-me,435 Cannon House Office Building,W000812,136083,H2MO02102,RepAnnWagner,,RepAnnWagner,1962-09-13
N00030026,Blaine Luetkemeyer,LUETKEMEYER,MO,R,MO03,M,2008,0,,202-225-2956,202-225-5712,http://luetkemeyer.house.gov,https://luetkemeyer.house.gov/forms/writeyourrep/,2230 Rayburn House Office Building,L000569,20400,H8MO09153,RepBlainePress,https://youtube.com/BLuetkemeyer,BlaineLuetkemeyer,1952-05-07
N00031005,Vicky Hartzler,HARTZLER,MO,R,MO04,F,2010,0,,202-225-2876,202-225-0148,https://hartzler.house.gov,https://hartzler.house.gov/contact-me/email-me,2235 Rayburn House Office Building,H001053,8783,H0MO04086,RepHartzler,https://youtube.com/repvickyhartzler,Congresswoman.Hartzler,1960-10-13
N00026790,Emanuel Cleaver,CLEAVER,MO,D,MO05,M,2004,0,,202-225-4535,202-225-4403,http://cleaver.house.gov,https://cleaver.house.gov/contact/email-me,2335 Rayburn House Office Building,C001061,39507,H4MO05234,RepCleaver,https://youtube.com/repcleaver,emanuelcleaverii,1944-10-26
N00013323,Sam Graves,GRAVES,MO,R,MO06,M,2000,0,,202-225-7041,202-225-8221,https://graves.house.gov,https://gravesforms.house.gov/email-sam,1135 Longworth House Office Building,G000546,9425,H0MO06073,RepSamGraves,,118514606128,1963-11-07
N00030676,Billy Long,LONG,MO,R,MO07,M,2010,0,,202-225-6536,202-225-5604,https://long.house.gov,https://longforms.house.gov/email-billy,2454 Rayburn House Office Building,L000576,123401,H0MO07113,USRepLong,https://youtube.com/MOdistrict7,Rep.Billy.Long,1955-08-11
N00035282,Jason Smith,SMITH,MO,R,MO08,M,2013,0,,202-225-4404,202-226-0326,https://jasonsmith.house.gov,https://jasonsmith.house.gov/contact/email-me,1118 Longworth House Office Building,S001195,59318,H4MO08162,RepJasonSmith,https://youtube.com/RepJasonSmith,repjasonsmith,1980-06-16
N00005195,Roy Blunt,BLUNT,MO,R,MOS1,M,2010,0,,202-224-5721,202-224-8149,https://www.blunt.senate.gov/public,https://www.blunt.senate.gov/public/index.cfm/contact-roy,260 Russell Senate Office Building,B000575,418,H6MO07128,RoyBlunt,https://youtube.com/SenatorBlunt,SenatorBlunt,1950-01-10
N00027694,Claire McCaskill,MCCASKILL,MO,D,MOS2,F,2006,21,Lost general election,202-224-6154,202-228-6326,https://www.mccaskill.senate.gov,http://www.mccaskill.senate.gov/contact,503 Hart Senate Office Building,M001170,2109,S6MO00305,McCaskillOffice,https://youtube.com/SenatorMcCaskill,senatormccaskill,1953-07-24
N00040733,Greg Gianforte,Gianforte,MT,R,MT01,M,2017,0,,,,https://gianforte.house.gov,,,G000584,,,GregForMontana,,RepGianforte,1961-04-17
